docId,filename,top topics, and contribution to doc ...
1,null-source,1,0.429,8,0.143,5,0.143,10,0.071,9,0.071,7,0.071,4,0.071
2,null-source,5,0.335,8,0.168,1,0.120,10,0.096,7,0.084,3,0.060,9,0.054
3,null-source,5,0.206,1,0.206,8,0.147,6,0.088,4,0.088,3,0.088,2,0.088,9,0.059
4,null-source,1,0.292,5,0.250,4,0.208,2,0.125
5,null-source,5,0.302,1,0.127,10,0.111,3,0.095,9,0.079,4,0.079,6,0.063
6,null-source,1,0.273,5,0.205,4,0.108,8,0.102,7,0.074,2,0.068,10,0.063,6,0.051
7,null-source,8,0.225,5,0.200,10,0.150,9,0.100,7,0.100,6,0.075,4,0.050,3,0.050
8,null-source,5,0.321,2,0.214,1,0.152,9,0.063,10,0.054,8,0.054
9,null-source,3,0.253,5,0.212,10,0.112,7,0.100,6,0.071,1,0.071,9,0.053
10,null-source,1,0.253,4,0.181,8,0.145,3,0.120,9,0.072,6,0.072,7,0.060
11,null-source,2,0.287,10,0.170,4,0.128,9,0.117,1,0.074,7,0.064,6,0.064,8,0.053
12,null-source,9,0.162,8,0.138,4,0.138,10,0.125,5,0.112,7,0.087,1,0.087,6,0.050,3,0.050,2,0.050
13,null-source,5,0.236,6,0.164,1,0.164,7,0.109,10,0.091,8,0.073,2,0.073
14,null-source,1,0.259,8,0.222,7,0.173,5,0.160,10,0.086
15,null-source,8,0.368,4,0.158,6,0.105,5,0.105,1,0.105,10,0.053,3,0.053,2,0.053
16,null-source,1,0.333,5,0.167,8,0.119,10,0.095,7,0.095,6,0.071,2,0.071
17,null-source,8,0.250,4,0.225,6,0.175,7,0.125,5,0.075,1,0.075,3,0.050
18,null-source,2,0.313,6,0.188,5,0.188,1,0.125,10,0.094
19,null-source,7,0.231,8,0.212,1,0.183,5,0.178,10,0.088
20,null-source,10,0.222,8,0.167,5,0.167,7,0.111,4,0.111,6,0.056,3,0.056,2,0.056,1,0.056
21,null-source,2,0.216,4,0.207,7,0.121,10,0.116,3,0.099,8,0.065,9,0.060,1,0.052
22,null-source,5,0.333,6,0.200,10,0.133,1,0.133,8,0.067,7,0.067,2,0.067
23,null-source,1,0.229,10,0.146,7,0.146,6,0.146,5,0.104,8,0.083,3,0.063,2,0.063
24,null-source,2,0.205,6,0.164,5,0.164,4,0.151,7,0.123,10,0.068,8,0.055
25,null-source,1,0.339,10,0.177,2,0.145,7,0.081,9,0.065,8,0.065
26,null-source,10,0.307,1,0.213,5,0.147,4,0.080,7,0.067,3,0.053,2,0.053
27,null-source,5,0.323,1,0.258,10,0.129,8,0.097
28,null-source,5,0.424,1,0.242,10,0.121,8,0.091
29,null-source,2,0.321,4,0.183,10,0.110,1,0.101,6,0.073,5,0.064,3,0.064
30,null-source,2,0.261,5,0.217,10,0.130,7,0.130,1,0.130
31,null-source,5,0.459,7,0.090,9,0.082,6,0.074,1,0.074,3,0.057
32,null-source,1,0.240,5,0.151,10,0.130,4,0.130,7,0.110,9,0.062,8,0.062,6,0.055
33,null-source,1,0.233,5,0.209,3,0.163,10,0.070,8,0.070,7,0.070,6,0.070
34,null-source,5,0.256,8,0.209,1,0.209,3,0.116,7,0.070
35,null-source,6,0.318,4,0.227,5,0.182,10,0.136,7,0.091
36,null-source,5,0.316,1,0.184,7,0.105,2,0.105,6,0.079,3,0.079,8,0.053,4,0.053
37,null-source,5,0.340,10,0.260,4,0.180,8,0.080,7,0.060
38,null-source,2,0.533,5,0.200,10,0.067,4,0.067,3,0.067,1,0.067
39,null-source,2,0.193,1,0.181,10,0.169,5,0.108,9,0.096,3,0.096,4,0.060
40,null-source,1,0.302,6,0.256,3,0.124,10,0.093,4,0.054
41,null-source,10,0.330,4,0.143,1,0.137,9,0.086,6,0.086,3,0.083,5,0.054
42,null-source,2,0.467,5,0.267,4,0.133,10,0.067,8,0.067
43,null-source,5,0.333,1,0.250,10,0.125,6,0.083
44,null-source,7,0.189,9,0.150,2,0.122,3,0.106,10,0.100,4,0.100,1,0.089,5,0.072
45,null-source,3,0.207,10,0.173,5,0.173,7,0.128,1,0.112,8,0.050,2,0.050
46,null-source,9,0.275,8,0.174,7,0.130,4,0.101,5,0.072,2,0.072,1,0.072
47,null-source,5,0.237,7,0.186,3,0.186,10,0.093,1,0.085,4,0.068,8,0.051
48,null-source,5,0.239,7,0.148,10,0.125,3,0.114,2,0.114,9,0.080,6,0.068,1,0.068
