"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"573558517543649280","","","2015-03-05 18:59:41 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Report on the Affairs of British North Amer Wikipedia article edited anonymously from Canadian Museum of Civilization http://t.co/KLhyyhSmDP","","","","http://en.wikipedia.org/w/index.php?diff=650028981&oldid=625685620"
"573531832110686208","","","2015-03-05 17:13:39 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Arthur Rimbaud Wikipedia article edited anonymously from Shared Services Canada http://t.co/ZQYr0eot2f","","","","http://en.wikipedia.org/w/index.php?diff=650014706&oldid=646828821"
"573519551771590656","","","2015-03-05 16:24:51 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Fin Donnelly Wikipedia article edited anonymously from Canadian House of Commons http://t.co/aHQRuCZStk","","","","http://en.wikipedia.org/w/index.php?diff=650008445&oldid=650007625"
"573517934242435072","","","2015-03-05 16:18:25 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Fin Donnelly Wikipedia article edited anonymously from Canadian House of Commons http://t.co/INOwLDdvlU","","","","http://en.wikipedia.org/w/index.php?diff=650007625&oldid=650007349"
"573517357446008832","","","2015-03-05 16:16:08 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Fin Donnelly Wikipedia article edited anonymously from Canadian House of Commons http://t.co/Xo4Lwt2oTZ","","","","http://en.wikipedia.org/w/index.php?diff=650007349&oldid=623828200"
"573497449228169216","","","2015-03-05 14:57:01 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Inmigración británica en Argentina Wikipedia article edited anonymously from Shared Services Canada http://t.co/7vGfJcNlOw","","","","http://es.wikipedia.org/w/index.php?diff=80409781&oldid=80409764"
"573497347596021761","","","2015-03-05 14:56:37 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Inmigración británica en Argentina Wikipedia article edited anonymously from Shared Services Canada http://t.co/RWFGKDjjZW","","","","http://es.wikipedia.org/w/index.php?diff=80409764&oldid=80408597"
"573484092693606400","","","2015-03-05 14:03:57 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","2015 Canadian Junior Curling Championships Wikipedia article edited anonymously from Shared Services Canada http://t.co/VasitiEDSL","","","","http://en.wikipedia.org/w/index.php?diff=649992523&oldid=648818641"
"573473865575317506","","","2015-03-05 13:23:18 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Inmigración británica en Argentina Wikipedia article edited anonymously from Shared Services Canada http://t.co/mScXcKGa2i","","","","http://es.wikipedia.org/w/index.php?diff=80408597&oldid=80304551"
"573367832987213826","","","2015-03-05 06:21:58 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Discussion:Prisonniers de guerre allemands aux États-Uni Wikipedia article edited anonymously from Environment Canada http://t.co/skTDhCct0d","","","","http://fr.wikipedia.org/w/index.php?diff=112437189&oldid=110343466&rcid=136790348"
"573326409550209025","","","2015-03-05 03:37:22 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","File:Ogwen River in spate after the storms that ended th Wikipedia article edited anonymously from Environment Canada http://t.co/U6lrNwXppK","","","","http://commons.wikimedia.org/w/index.php?diff=152176624&oldid=152109761&rcid=156451498"
"573325580130643968","","","2015-03-05 03:34:04 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","File:Vlatva River, Prague (5661025505).jpg Wikipedia article edited anonymously from Environment Canada http://t.co/aRRjDSAFcN","","","","http://commons.wikimedia.org/w/index.php?diff=152176564&oldid=100630598&rcid=156451442"
"573325412819984384","","","2015-03-05 03:33:24 +0000","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","File:Julian Alps Shots Summer 2004 (31).JPG Wikipedia article edited anonymously from Environment Canada http://t.co/1T3gxvyBIU","","","","http://commons.wikimedia.org/w/index.php?diff=152176556&oldid=151838316&rcid=156451432"
