timestamp,source,text,expanded_urls
2014-12-29 13:25:51 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Upal Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/UIQsgGeVJ3,http://en.wikipedia.org/w/index.php?diff=640089363&oldid=584159774
2014-12-29 13:17:54 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Context-based model of minimal coun Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/vVzNNbysuo,http://en.wikipedia.org/w/index.php?diff=640088364&oldid=637365949
2014-12-28 22:02:51 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Ottawa Wikipedia article edited anonymously from Natural Resources Canada http://t.co/xFxksBKGLV,http://en.wikipedia.org/w/index.php?diff=639998715&oldid=639978503
2014-12-28 15:12:19 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","Tawa, Edmonton Wikipedia article edited anonymously from Environment Canada http://t.co/aiqvqs1dZg",http://en.wikipedia.org/w/index.php?diff=639951298&oldid=595794006
2014-12-28 06:48:59 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Iron Chef Wikipedia article edited anonymously from Shared Services Canada http://t.co/jpfAa03W91,http://en.wikipedia.org/w/index.php?diff=639911435&oldid=639566513
2014-12-28 01:04:36 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Ottawa Wikipedia article edited anonymously from Natural Resources Canada http://t.co/vBwEElkMfF,http://en.wikipedia.org/w/index.php?diff=639881291&oldid=639849427
2014-12-25 17:10:01 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Eight Is Enough Wikipedia article edited anonymously from Shared Services Canada http://t.co/ekcpKk8tsI,http://en.wikipedia.org/w/index.php?diff=639597834&oldid=637750471
2014-12-24 16:52:24 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Saladin Wikipedia article edited anonymously from Shared Services Canada http://t.co/Rdm4LBieNL,http://en.wikipedia.org/w/index.php?diff=639489495&oldid=639489355
2014-12-24 16:50:57 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Saladin Wikipedia article edited anonymously from Shared Services Canada http://t.co/Mym9dELHmp,http://en.wikipedia.org/w/index.php?diff=639489355&oldid=639250026
2014-12-24 16:01:10 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Talk:Hanumass Wikipedia article edited anonymously from Canadian Space Agency http://t.co/NridwYzMFc,http://en.wikipedia.org/w/index.php?diff=639484116&oldid=639484054
2014-12-24 15:52:16 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Hanumass Wikipedia article edited anonymously from Canadian Space Agency http://t.co/s5v5UgJkcT,http://en.wikipedia.org/w/index.php?diff=639483264&oldid=639483243
2014-12-24 15:52:04 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Hanumass Wikipedia article edited anonymously from Canadian Space Agency http://t.co/tTn7XmzpPi,http://en.wikipedia.org/w/index.php?diff=639483243&oldid=639483124
2014-12-24 15:50:57 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Hanumass Wikipedia article edited anonymously from Canadian Space Agency http://t.co/7TCvtOi2Bs,http://en.wikipedia.org/w/index.php?diff=639483124&oldid=639483065
2014-12-24 15:50:23 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Hanumass Wikipedia article edited anonymously from Canadian Space Agency http://t.co/nk8USQ893A,http://en.wikipedia.org/w/index.php?diff=639483065&oldid=639482390
2014-12-24 15:32:31 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Talk:Hanumass Wikipedia article edited anonymously from Canadian Space Agency http://t.co/GRxNCevMqs,http://en.wikipedia.org/w/index.php?diff=639481130&oldid=639480953
2014-12-24 15:27:43 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Talk:Hanumass Wikipedia article edited anonymously from Canadian Space Agency http://t.co/vukxXZygD3,http://en.wikipedia.org/w/index.php?oldid=639480643&rcid=701562605
2014-12-24 04:54:43 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",John Barbour (actor) Wikipedia article edited anonymously from Shared Services Canada http://t.co/IQiVvmD5IY,http://en.wikipedia.org/w/index.php?diff=639431607&oldid=613557009
2014-12-23 16:10:42 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",List of breweries in Quebec Wikipedia article edited anonymously from Department of Justice Canada http://t.co/3LSwnAMc2G,http://en.wikipedia.org/w/index.php?diff=639352518&oldid=638356444
2014-12-23 16:09:49 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Liste de microbrasseries québécoises Wikipedia article edited anonymously from Department of Justice Canada http://t.co/J5hFXmFeqp,http://fr.wikipedia.org/w/index.php?diff=110198247&oldid=109633619&rcid=131990948
2014-12-23 15:04:15 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Star Wars Kid Wikipedia article edited anonymously from Industry Canada http://t.co/fbroQvurjs,http://en.wikipedia.org/w/index.php?diff=639344108&oldid=637751436
2014-12-23 08:49:56 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Gatineau Wikipedia article edited anonymously from Canadian House of Commons http://t.co/hIQNH12gbV,http://fr.wikipedia.org/w/index.php?diff=110182453&oldid=110182410&rcid=131961270
2014-12-23 08:46:23 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",Gatineau Wikipedia article edited anonymously from Canadian House of Commons http://t.co/fIT0L2YT0K,http://fr.wikipedia.org/w/index.php?diff=110182410&oldid=109439126&rcid=131961164
2014-12-23 02:18:04 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",British Pacific Fleet Wikipedia article edited anonymously from Canadian Department of National Defence http://t.co/cN3cP2KDJb,http://en.wikipedia.org/w/index.php?diff=639272525&oldid=638451160
2014-12-22 23:50:05 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Einzelbild Sonnenuntergang.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/rgKub7uvg9,http://commons.wikimedia.org/w/index.php?diff=143712076&oldid=104120004&rcid=145547153
2014-12-22 23:49:20 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:WinterbergI.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/T0BH6kpUww,http://commons.wikimedia.org/w/index.php?diff=143712012&oldid=100973880&rcid=145547088
2014-12-22 23:48:26 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Chiro pipo 090.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/cGTddwi734,http://commons.wikimedia.org/w/index.php?diff=143711944&oldid=69615967&rcid=145547011
2014-12-22 23:47:14 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Bodental Schoschelz 2008 0824.JPG Wikipedia article edited anonymously from Environment Canada http://t.co/seRFrd0oTe,http://commons.wikimedia.org/w/index.php?diff=143711843&oldid=138875151&rcid=145546900
2014-12-22 23:46:28 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Panorama Schlossmauer 1.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/7nkLZt1lWn,http://commons.wikimedia.org/w/index.php?diff=143711802&oldid=132606610&rcid=145546857
2014-12-22 23:45:55 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Panorama Schlossmauer 2.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/kPY7t0bUlN,http://commons.wikimedia.org/w/index.php?diff=143711766&oldid=132606594&rcid=145546819
2014-12-22 23:44:08 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Slovakia-Trencin stormy day.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/3fXvk3I0DM,http://commons.wikimedia.org/w/index.php?diff=143711626&oldid=108412359&rcid=145546669
2014-12-22 23:42:26 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Clouds-dusk-thunderstorm-near.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/9HCxg8I6Jl,http://commons.wikimedia.org/w/index.php?diff=143711529&oldid=120487185&rcid=145546555
2014-12-22 23:40:37 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:CLOUDS-12.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/dkWBvF8k0V,http://commons.wikimedia.org/w/index.php?diff=143711389&oldid=142662520&rcid=145546405
2014-12-22 23:39:50 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:Cielo Nublado.jpg Wikipedia article edited anonymously from Environment Canada http://t.co/V5tSJ7Hxh5,http://commons.wikimedia.org/w/index.php?diff=143711322&oldid=120455124&rcid=145546330
2014-12-22 21:33:51 +0000,"<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>",File:海中暴雨.JPG Wikipedia article edited anonymously from Environment Canada http://t.co/mMbxOxsLRB,http://commons.wikimedia.org/w/index.php?diff=143700894&oldid=133437098&rcid=145534896
